protein1	protein2	neighborhood	coexpression	experimental	combined
PSMD4	PSMC6	0.0	0.868	0.992	0.9988517757787755
PSMD4	UBA52	0.0	0.079	0.953	0.9529325929316794
PSMD4	PSMD2	0.0	0.781	0.992	0.9980949916329683
PSMD4	PSMB5	0.0	0.698	0.991	0.9970446274305982
PSMD4	PSMA2	0.0	0.914	0.992	0.9992519145225355
PIP5K1A	PIP5K1C	0.0	0.135	0.799	0.8109507535765119
CDK19	MED24	0.0	0.061	0.834	0.8305129713454992
CDK19	MED30	0.0	0.062	0.858	0.8551715214297131
CDK19	MED16	0.0	0.081	0.825	0.8251295829749663
CDK19	MED28	0.0	0.061	0.993	0.992852956623003
CDK19	CCNC	0.0	0.114	0.952	0.9537578790906847
CDK19	MED23	0.0	0.064	0.857	0.8544625799597904
CDK19	ZC3H13	0.0	0.063	0.993	0.9928681792926025
CDK19	MED29	0.0	0.062	0.851	0.8480320893875158
CDK19	MED6	0.0	0.062	0.842	0.8388528196189765
CDK19	MED22	0.0	0.063	0.815	0.8115161670187814
CDK19	MED13L	0.0	0.062	0.894	0.8918886005038704
CDK19	CDK8	0.0	0.0	0.828	0.8129786306338829
CDK19	MED18	0.0	0.061	0.828	0.824386934165216
CDK19	MED19	0.0	0.061	0.826	0.8223449217717882
CDK19	MED21	0.0	0.062	0.819	0.8153946857660428
CDK19	MED1	0.0	0.0	0.993	0.9923886652002162
CDK19	MED12L	0.0	0.0	0.854	0.8412493027473656
CDK19	MED8	0.0	0.062	0.841	0.8378329007558055
CDK19	MED27	0.0	0.061	0.834	0.8305129713454992
CDK19	MED7	0.0	0.081	0.879	0.8790895973712625
CDK19	MED13	0.0	0.062	0.886	0.8837292495985021
CDK19	MED10	0.0	0.062	0.815	0.8113150103133585
CDK19	MED12	0.0	0.0	0.994	0.9934759987430425
CDK19	MED31	0.0	0.061	0.865	0.8621641634436288
CDC40	SF3B5	0.0	0.153	0.796	0.8121218118021357
CDC40	PRPF3	0.0	0.106	0.8	0.8055847625426643
CDC40	PRPF8	0.0	0.135	0.991	0.9915351083690975
CDC40	PRPF19	0.0	0.243	0.989	0.9909457735888857
CDC40	SF3B4	0.0	0.123	0.798	0.8073745135541563
CDC40	SLU7	0.0	0.159	0.955	0.9588498620717401
CDC40	SF3B3	0.0	0.17	0.883	0.8944090396561417
CDC40	RBM22	0.0	0.065	0.958	0.9573004117732127
CDC40	CWC22	0.0	0.135	0.957	0.959556628874577
CDC40	MAGOHB	0.0	0.199	0.8	0.8258091664392327
CDC40	DHX8	0.0	0.107	0.973	0.973783300948916
CDC40	PRKRIP1	0.0	0.0	0.845	0.8314633008619292
CDC40	PPIL1	0.0	0.114	0.958	0.959538144204349
CDC40	SYF2	0.0	0.098	0.986	0.98626915202119
CDC40	SF3B1	0.0	0.16	0.796	0.8136745241012916
CDC40	DHX38	0.0	0.18	0.862	0.87695733629378
CDC40	SNRPD2	0.0	0.156	0.958	0.9614562005738946
CDC40	SNRPE	0.0	0.141	0.963	0.9654412780083528
CDC40	DHX16	0.0	0.214	0.788	0.8188154370917743
CDC40	SNRPD3	0.0	0.13	0.958	0.9602688323451283
CDC40	CDC5L	0.0	0.089	0.958	0.9583964439843815
CDC40	SNRPB	0.0	0.092	0.947	0.9476731605850289
CDC40	CWC15	0.0	0.132	0.958	0.9603601683627256
CDC40	CCDC12	0.0	0.064	0.959	0.9582724879604992
CDC40	BCAS2	0.0	0.2	0.958	0.9634655929610375
CDC40	EFTUD2	0.0	0.22	0.993	0.9940631588561686
CDC40	EIF4A3	0.0	0.096	0.865	0.8673018144334829
CDC40	PLRG1	0.0	0.137	0.958	0.9605885084067193
CDC40	SNRPA1	0.0	0.105	0.993	0.9931878553541935
CDC40	ISY1	0.0	0.085	0.959	0.9592086821408727
CDC40	SNRNP200	0.0	0.138	0.958	0.960634176415518
CDC40	AQR	0.0	0.087	0.958	0.958305107966784
CDC40	SNRPG	0.0	0.123	0.965	0.9666242969029478
CDC40	ISY1-RAB43	0.0	0.09	0.959	0.959431585517152
CDC40	RBM8A	0.0	0.183	0.845	0.8623055168041962
CDC40	SNRPF	0.0	0.138	0.961	0.9634460209572667
CDC40	SNRPD1	0.0	0.133	0.958	0.9604058363715244
CDC40	XAB2	0.0	0.27	0.993	0.9944437255961578
CDC40	SNRNP40	0.0	0.127	0.958	0.9601318283187322
CDC40	CRNKL1	0.0	0.187	0.994	0.9946959869780935
CDC40	SNRPB2	0.0	0.14	0.945	0.9485691234243177
CDC40	SNW1	0.0	0.138	0.994	0.9943763109165026
CDC40	BUD31	0.0	0.107	0.958	0.9592184681427581
CDC40	SRRM2	0.0	0.081	0.944	0.9440414665519892
CTSS	C1QB	0.0	0.848	0.0	0.834725301490408
SEC63	DDOST	0.0	0.656	0.486	0.8077420322916316
SEC63	SEC61A1	0.0	0.648	0.957	0.9835421194957816
SEC63	HSPA5	0.0	0.675	0.497	0.8222481490864768
SEC63	SEC61G	0.0	0.309	0.799	0.8489791569033176
SEC63	SEC62	0.0	0.817	0.867	0.9735353889011515
SEC63	DNAJC3	0.0	0.811	0.056	0.8060022986231096
SEC63	SEC61B	0.0	0.427	0.865	0.9158893137946744
SEC63	HYOU1	0.0	0.809	0.132	0.8197331466019195
SEC63	SEC61A2	0.0	0.648	0.711	0.8893877333553699
TACC2	CKAP5	0.0	0.061	0.957	0.956096733541304
NSMCE4A	ZNF597	0.0	0.0	0.836	0.821677298976493
NSMCE4A	SMC6	0.0	0.092	0.884	0.8854733326011954
NSMCE4A	NSMCE1	0.0	0.091	0.902	0.903138153337951
NSMCE4A	SMC5	0.0	0.128	0.906	0.9108734441616169
NSMCE4A	NSMCE3	0.0	0.081	0.88	0.8800888568971197
MCL1	PMAIP1	0.0	0.0	0.884	0.8738693090321535
MCL1	BAX	0.0	0.0	0.958	0.9543319912012969
MCL1	BID	0.0	0.0	0.943	0.938021988058903
MCL1	TNKS2	0.0	0.0	0.864	0.8521226381756283
PDSS2	SDHA	0.0	0.064	0.818	0.8147705563124603
QRSL1	GATB	0.185	0.546	0.952	0.980688434359305
CRYBG1	CDC5L	0.0	0.0	0.98	0.9782533291434747
SEC23IP	SSU72	0.0	0.072	0.816	0.8143356228953299
SEC23IP	URM1	0.0	0.0	0.819	0.8031926287484463
ATG5	ATG3	0.0	0.064	0.966	0.965396697333097
ATG5	ATG16L1	0.0	0.061	0.99	0.9897899380328614
ATG5	TECPR1	0.0	0.0	0.928	0.9217119849165092
ATG5	ATG16L2	0.0	0.061	0.809	0.8049878164276527
ATG5	ATG12	0.0	0.063	0.865	0.8624577435001918
TIAL1	CDC5L	0.0	0.104	0.98	0.9805149829125533
TIAL1	PCBP2	0.0	0.28	0.745	0.8003655615370981
TIAL1	COTL1	0.0	0.0	0.822	0.8064546293769251
TIAL1	CCDC58	0.0	0.089	0.828	0.8296235325074673
TIAL1	CELF4	0.0	0.049	0.809	0.8024956479474948
RGS10	GNAI3	0.0	0.064	0.963	0.9623434647448408
APH1A	PSENEN	0.0	0.087	0.999	0.9990072644753996
APH1A	PSEN1	0.0	0.079	0.999	0.998998565807057
APH1A	PSEN2	0.0	0.079	0.997	0.9969956974211711
APH1A	NCSTN	0.0	0.087	0.998	0.9980145289507992
PREP	KCNAB2	0.0	0.0	0.869	0.8575593058897596
PLEKHO1	CAPZB	0.0	0.0	0.84	0.8260266331477979
VPS45	STX12	0.0	0.064	0.868	0.8656577661167295
VPS45	STX7	0.0	0.064	0.84	0.837160928626339
VPS45	STX16	0.0	0.156	0.967	0.9697155861652029
VPS45	RBSN	0.0	0.081	0.868	0.8680977425868316
EIF3A	RPS18	0.0	0.456	0.786	0.8734169782783378
EIF3A	RPS4X	0.0	0.657	0.772	0.9149661676168149
EIF3A	EIF2S3B	0.0	0.508	0.733	0.8571635164801709
EIF3A	EIF3C	0.0	0.854	0.994	0.9990474958164842
EIF3A	RPS28	0.0	0.48	0.771	0.8705203217202486
EIF3A	RPS3	0.0	0.644	0.813	0.92761403138697
EIF3A	RACK1	0.0	0.669	0.72	0.8992259272508619
EIF3A	RPS3A	0.0	0.65	0.763	0.9098056826225615
EIF3A	EIF3G	0.0	0.628	0.973	0.9890788218958529
EIF3A	EIF3CL	0.0	0.808	0.994	0.9987473917586642
EIF3A	EIF3F	0.0	0.819	0.995	0.9990159631437423
EIF3A	EIF3B	0.0	0.891	0.974	0.9969184967396304
EIF3A	EPRS	0.0	0.88	0.0	0.8695199748608485
EIF3A	EIF2S3	0.0	0.651	0.733	0.8986789984788204
EIF3A	RPS29	0.0	0.367	0.771	0.8423833916325334
EIF3A	FAU	0.0	0.062	0.868	0.8653707100614234
EIF3A	RPL4	0.0	0.749	0.404	0.8373392513273624
EIF3A	RPS24	0.0	0.494	0.752	0.863552688377818
EIF3A	RPS15A	0.0	0.461	0.785	0.8739943523895787
EIF3A	RPS6	0.0	0.42	0.736	0.8335074879224428
EIF3A	EIF3D	0.0	0.863	0.88	0.9821242365559363
EIF3A	RPS13	0.0	0.454	0.787	0.8735452836363913
EIF3A	EIF2S1	0.0	0.636	0.798	0.9200505392630706
EIF3A	EIF3H	0.0	0.533	0.993	0.996445506648501
EIF3A	DHX58	0.0	0.0	0.83	0.8151532977195354
EIF3A	NOP58	0.0	0.817	0.0	0.8010179616627938
EIF3A	EIF1AX	0.0	0.25	0.76	0.8042799622912727
EIF3A	EIF3I	0.0	0.581	0.968	0.9854210318577854
EIF3A	EIF4B	0.0	0.737	0.379	0.8224134237849863
EIF3A	RPS7	0.0	0.451	0.772	0.863896285777351
EIF3A	NAP1L4	0.0	0.114	0.817	0.8237019140332353
EIF3A	EIF3E	0.0	0.789	0.993	0.9983940083572456
EIF3A	RPS25	0.0	0.45	0.813	0.8881677451203188
EIF3A	RPS14	0.0	0.46	0.742	0.8485126908134452
EIF3A	EIF3M	0.0	0.83	0.994	0.9988909197863173
EIF3A	RPS16	0.0	0.668	0.771	0.9173322054060049
EIF3A	EIF3K	0.0	0.246	0.995	0.995900752543545
EIF3A	RPS12	0.0	0.53	0.76	0.8773487763691976
EIF3A	EIF2S2	0.0	0.396	0.736	0.8266181425950955
EIF3A	RPS20	0.0	0.525	0.762	0.877076942983491
EIF3A	RPS21	0.0	0.329	0.771	0.8329214151428592
EIF3A	EIF2A	0.0	0.46	0.707	0.8279620868540286
EIF3A	RPS8	0.0	0.615	0.774	0.9053911084386869
EIF3A	RPS27	0.0	0.337	0.731	0.8060773246375645
EIF3A	RPS10	0.0	0.335	0.758	0.8250154129529695
EIF3A	EIF3L	0.0	0.885	0.995	0.999374783212875
EIF3A	RPS26	0.0	0.527	0.788	0.8909665416595537
EIF3A	RPS2	0.0	0.549	0.731	0.8680857819178607
EIF3A	RPS19	0.0	0.386	0.781	0.8537906078303238
EIF3A	RPS15	0.0	0.261	0.786	0.8280425495361979
EIF3A	RPS5	0.0	0.506	0.786	0.8850514471865788
EIF3A	RPS11	0.0	0.515	0.771	0.8792353000660011
BOLA1	CIAPIN1	0.0	0.063	0.91	0.9083051623334613
BOLA1	BOLA3	0.0	0.109	0.993	0.9932183006933927
BOLA1	GLRX3	0.111	0.064	0.908	0.9167607376905688
BOLA1	GLRX5	0.111	0.084	0.946	0.9521861428038635
HIST2H2BE	HIST2H3D	0.0	0.233	0.949	0.957466773805265
HIST2H2BE	HIST2H4A	0.0	0.171	0.855	0.869297071484569
HIST2H2BE	HIST1H4F	0.0	0.117	0.855	0.8607832498442395
HIST2H2BE	HIST2H3A	0.0	0.269	0.949	0.959463118189894
HIST2H2BE	HIST1H4B	0.0	0.15	0.855	0.8659861408466631
HIST2H2BE	HIST2H4B	0.0	0.139	0.855	0.8642518438458552
HIST2H2BE	HIST2H3C	0.0	0.269	0.949	0.959463118189894
HIST2H2BE	HIST1H4K	0.0	0.117	0.855	0.8607832498442395
HIST2H2BE	HIST1H4J	0.0	0.142	0.855	0.8647248339369846
HIST2H2BE	HIST4H4	0.0	0.117	0.855	0.8607832498442395
HIST2H2BE	HIST1H4I	0.0	0.149	0.855	0.8658284774829532
HIST2H2BE	HIST1H4L	0.0	0.117	0.855	0.8607832498442395
HIST2H2BE	HIST1H4A	0.0	0.139	0.898	0.904508193601912
HIST2H2BE	HIST1H4C	0.0	0.117	0.855	0.8607832498442395
HIST2H2BE	HIST1H4E	0.0	0.17	0.855	0.8691394081208592
HIST2H2BE	HIST1H4D	0.0	0.162	0.855	0.8678781012111808
HIST2H2BE	HIST1H4H	0.0	0.169	0.855	0.8689817447571495
HIST2H3C	AIRE	0.0	0.0	0.851	0.8379873021188867
HIST2H3C	HIST1H2AL	0.0	0.405	0.91	0.9417732887816537
HIST2H3C	HIST1H3D	0.0	0.121	0.877	0.882440759350253
HIST2H3C	RCOR1	0.0	0.0	0.948	0.9434586557730343
HIST2H3C	HIST2H2BE	0.0	0.269	0.949	0.959463118189894
HIST2H3C	HIST2H3D	0.0	0.495	0.8	0.8901793121745475
HIST2H3C	BRPF1	0.0	0.0	0.962	0.958681325372602
HIST2H3C	SPIN1	0.0	0.0	0.947	0.942371322230208
HIST2H3C	HIST1H2BJ	0.0	0.381	0.948	0.9650009079235082
HIST2H3C	ASF1B	0.0	0.063	0.888	0.8858908686816407
HIST2H3C	HIST2H4A	0.0	0.297	0.852	0.8868694688701843
HIST2H3C	HIST1H4F	0.0	0.15	0.852	0.8632134403124562
HIST2H3C	IPO4	0.0	0.062	0.86	0.8572113591560552
HIST2H3C	HIST1H2AM	0.0	0.405	0.91	0.9417732887816537
HIST2H3C	PYGO1	0.0	0.0	0.949	0.9445459893158606
HIST2H3C	HIST1H2BE	0.0	0.233	0.91	0.9249413655387031
HIST2H3C	HIST1H3B	0.0	0.349	0.877	0.9129339412252727
HIST2H3C	HIST1H3C	0.0	0.183	0.877	0.890732764947846
HIST2H3C	HIST3H3	0.0	0.051	0.877	0.873078817546519
HIST2H3C	H3F3A	0.0	0.0	0.942	0.9369346545160767
HIST2H3C	HIST1H3J	0.0	0.221	0.877	0.8958149619270159
HIST2H3C	HIST1H3I	0.0	0.149	0.877	0.8861855360717467
HIST2H3C	CBX3	0.0	0.0	0.949	0.9445459893158606
HIST2H3C	UBC	0.0	0.113	0.942	0.9440610385557601
HIST2H3C	HIST2H3A	0.0	0.771	0.8	0.9502001237385572
HIST2H3C	H2AFY	0.0	0.166	0.949	0.9537513550894277
HIST2H3C	TP53BP1	0.0	0.0	0.949	0.9445459893158606
HIST2H3C	DNMT3B	0.0	0.0	0.947	0.942371322230208
HIST2H3C	HIST1H2BI	0.0	0.395	0.91	0.94079468859311
HIST2H3C	BCL9	0.0	0.0	0.949	0.9445459893158606
HIST2H3C	UBA52	0.0	0.053	0.949	0.94748505188212
HIST2H3C	KDM1A	0.0	0.054	0.966	0.965027003928536
HIST2H3C	HIST2H2BF	0.0	0.394	0.719	0.814842320326287
HIST2H3C	KDM4A	0.0	0.0	0.945	0.9401966551445555
HIST2H3C	HIST1H4B	0.0	0.382	0.852	0.9005481248389386
HIST2H3C	HIST1H3A	0.0	0.286	0.877	0.904508193601912
HIST2H3C	HIST1H3G	0.0	0.183	0.877	0.890732764947846
HIST2H3C	HIST1H2AK	0.0	0.304	0.91	0.9318894268773629
HIST2H3C	HIST1H3H	0.0	0.332	0.877	0.9106603267872231
HIST2H3C	H3F3C	0.0	0.0	0.942	0.9369346545160767
HIST2H3C	HIST1H3E	0.0	0.085	0.877	0.8776260464226183
HIST2H3C	HIST2H4B	0.0	0.139	0.852	0.861443261304735
HIST2H3C	HIST1H2AG	0.0	0.333	0.91	0.9347273674241395
HIST2H3C	SPTY2D1	0.0	0.0	0.868	0.8564719723469333
HIST2H3C	SETDB1	0.0	0.049	0.862	0.8573005205065669
HIST2H3C	PBRM1	0.0	0.0	0.832	0.8173279648051878
HIST2H3C	H2AFJ	0.0	0.188	0.948	0.9540884284877038
HIST2H3C	UBB	0.0	0.113	0.942	0.9440610385557601
HIST2H3C	CARM1	0.0	0.0	0.948	0.9434586557730343
HIST2H3C	MLLT1	0.0	0.049	0.872	0.8676410624988447
HIST2H3C	HIST1H2BG	0.0	0.269	0.91	0.9284643262174602
HIST2H3C	CREBBP	0.0	0.0	0.949	0.9445459893158606
HIST2H3C	ASF1A	0.0	0.063	0.949	0.9480395919889614
HIST2H3C	HIST1H4K	0.0	0.107	0.852	0.8562936496459098
HIST2H3C	KAT6A	0.0	0.0	0.965	0.9619433260010807
HIST2H3C	H3F3B	0.0	0.0	0.942	0.9369346545160767
HIST2H3C	HIST1H2AI	0.0	0.465	0.91	0.9476448899129154
HIST2H3C	RPS27A	0.0	0.063	0.949	0.9480395919889614
HIST2H3C	TRIM33	0.0	0.0	0.949	0.9445459893158606
HIST2H3C	HIST1H4J	0.0	0.268	0.852	0.8822026333043741
HIST2H3C	HIST1H3F	0.0	0.338	0.877	0.9114627789418287
HIST2H3C	HIST4H4	0.0	0.16	0.852	0.8648226939558389
HIST2H3C	HIST1H4I	0.0	0.157	0.852	0.8643399178628242
HIST2H3C	KDM2A	0.0	0.061	0.829	0.8254079403619298
HIST2H3C	HIST1H4L	0.0	0.198	0.852	0.8709378578006939
HIST2H3C	DNMT1	0.0	0.054	0.945	0.9434260357667494
HIST2H3C	HIST1H2BO	0.0	0.456	0.719	0.8337858453094061
HIST2H3C	HIST1H4A	0.0	0.348	0.852	0.8950766624514369
HIST2H3C	HIST1H4C	0.0	0.141	0.852	0.8617651120334114
HIST2H3C	PHF8	0.0	0.052	0.861	0.8567198843946976
HIST2H3C	TRIM24	0.0	0.0	0.946	0.9412839886873817
HIST2H3C	HIST1H4E	0.0	0.323	0.852	0.8910535283429797
HIST2H3C	TNPO1	0.0	0.05	0.945	0.9431868223873278
HIST2H3C	HIST1H2BF	0.0	0.436	0.91	0.944806949366139
HIST2H3C	HIST1H2BC	0.0	0.36	0.91	0.9373695879332072
HIST2H3C	HIST1H4D	0.0	0.382	0.852	0.9005481248389386
HIST2H3C	HIST1H2BB	0.0	0.312	0.944	0.9581072132619898
HIST2H3C	UHRF1	0.0	0.063	0.889	0.8869097002112689
HIST2H3C	HIST1H4H	0.0	0.22	0.852	0.8744782158161363
HIST2H2AA3	HIST1H2AL	0.0	0.062	0.942	0.9408447059360799
HIST2H2AA3	HIST2H2AB	0.0	0.0	0.958	0.9543319912012969
HIST2H2AA3	HIST1H2AM	0.0	0.062	0.942	0.9408447059360799
HIST2H2AA3	HIST1H2AJ	0.0	0.0	0.957	0.9532446576584707
HIST2H2AA3	HIST1H2AK	0.0	0.062	0.942	0.9408447059360799
HIST2H2AA3	HIST1H2AC	0.0	0.0	0.958	0.9543319912012969
HIST2H2AA3	HIST1H2AG	0.0	0.062	0.942	0.9408447059360799
HIST2H2AA3	HIST2H2AC	0.0	0.056	0.958	0.9568893996940243
HIST2H2AA3	H2AFJ	0.0	0.048	0.958	0.9565240556236346
HIST2H2AA3	HIST1H2AI	0.0	0.062	0.942	0.9408447059360799
HIST2H2AA3	HIST1H2AH	0.0	0.062	0.942	0.9408447059360799
ASCC3	ALKBH3	0.0	0.062	0.859	0.8561914402928841
ASCC3	ASCC1	0.0	0.107	0.829	0.8339609060098012
ASCC3	ASCC2	0.0	0.049	0.933	0.9307183686517392
HIST1H3H	AIRE	0.0	0.0	0.83	0.8151532977195354
HIST1H3H	HIST1H3D	0.0	0.098	0.8	0.8038450288741423
HIST1H3H	RCOR1	0.0	0.0	0.941	0.9358473209732505
HIST1H3H	HIST2H3D	0.0	0.254	0.877	0.9002284487773478
HIST1H3H	BRPF1	0.0	0.0	0.943	0.938021988058903
HIST1H3H	SPIN1	0.0	0.0	0.941	0.9358473209732505
HIST1H3H	HIST1H2BJ	0.0	0.404	0.943	0.9630611048831061
HIST1H3H	HIST2H4A	0.0	0.238	0.852	0.8773748723742254
HIST1H3H	HIST1H4F	0.0	0.139	0.852	0.861443261304735
HIST1H3H	IPO4	0.0	0.085	0.86	0.8607125731639557
HIST1H3H	PYGO1	0.0	0.0	0.943	0.938021988058903
HIST1H3H	HIST1H2BE	0.0	0.236	0.871	0.8928367553532148
HIST1H3H	HIST1H3B	0.0	0.271	0.8	0.841466769455931
HIST1H3H	HIST1H3C	0.0	0.139	0.8	0.8127611639253176
HIST1H3H	HIST3H3	0.0	0.0	0.824	0.8086292964625778
HIST1H3H	H3F3A	0.0	0.0	0.894	0.8847426444604162
HIST1H3H	HIST1H3J	0.0	0.213	0.8	0.8288537003591463
HIST1H3H	HIST1H3I	0.0	0.137	0.8	0.8123262305081872
HIST1H3H	CBX3	0.0	0.0	0.943	0.938021988058903
HIST1H3H	UBC	0.0	0.113	0.894	0.8977667256363892
HIST1H3H	HIST2H3A	0.0	0.335	0.877	0.9110615528645258
HIST1H3H	H2AFY	0.0	0.166	0.943	0.9483103380411251
HIST1H3H	DNMT3B	0.0	0.0	0.938	0.9325853203447716
HIST1H3H	HIST1H2BI	0.0	0.303	0.871	0.9022345791638622
HIST1H3H	BCL9	0.0	0.0	0.943	0.938021988058903
HIST1H3H	UBA52	0.0	0.053	0.943	0.9413068226917811
HIST1H3H	KDM1A	0.0	0.054	0.944	0.9423974182352359
HIST1H3H	HIST1H2AE	0.0	0.391	0.914	0.9430519930280173
HIST1H3H	KDM4A	0.0	0.0	0.873	0.8619086400610645
HIST1H3H	RUVBL2	0.0	0.0	0.872	0.8608213065182383
HIST1H3H	HIST1H4B	0.0	0.267	0.852	0.8820417079400357
HIST1H3H	HIST1H3A	0.0	0.178	0.8	0.8212423655593625
HIST1H3H	HIST1H3G	0.0	0.152	0.8	0.8155882311366659
HIST1H3H	H3F3C	0.0	0.0	0.894	0.8847426444604162
HIST1H3H	HIST1H2AD	0.0	0.304	0.846	0.8834552415457099
HIST1H3H	HIST2H4B	0.0	0.134	0.852	0.8606386344830435
HIST1H3H	SETDB1	0.0	0.049	0.846	0.8407556533189224
HIST1H3H	PBRM1	0.0	0.0	0.832	0.8173279648051878
HIST1H3H	HIST2H3C	0.0	0.332	0.877	0.9106603267872231
HIST1H3H	UBB	0.0	0.113	0.894	0.8977667256363892
HIST1H3H	CARM1	0.0	0.0	0.943	0.938021988058903
HIST1H3H	MLLT1	0.0	0.049	0.854	0.8490280869127447
HIST1H3H	HIST1H2BG	0.0	0.302	0.871	0.9020943131368376
HIST1H3H	CREBBP	0.0	0.0	0.943	0.938021988058903
HIST1H3H	ASF1A	0.0	0.063	0.943	0.9419266028111921
HIST1H3H	HIST1H4K	0.0	0.107	0.852	0.8562936496459098
HIST1H3H	KAT6A	0.0	0.0	0.943	0.938021988058903
HIST1H3H	HIST1H2AB	0.0	0.316	0.914	0.9360386916767879
HIST1H3H	H3F3B	0.0	0.0	0.894	0.8847426444604162
HIST1H3H	RPS27A	0.0	0.063	0.943	0.9419266028111921
HIST1H3H	INO80	0.0	0.049	0.828	0.8221426777328226
HIST1H3H	TRIM33	0.0	0.0	0.941	0.9358473209732505
HIST1H3H	HIST1H2BK	0.0	0.271	0.91	0.928660046255169
HIST1H3H	HIST1H4J	0.0	0.267	0.852	0.8820417079400357
HIST1H3H	HIST1H3F	0.0	0.213	0.8	0.8288537003591463
HIST1H3H	RUVBL1	0.0	0.0	0.943	0.938021988058903
HIST1H3H	HIST4H4	0.0	0.139	0.852	0.861443261304735
HIST1H3H	HIST1H4I	0.0	0.21	0.852	0.8728689621727533
HIST1H3H	HIST1H4L	0.0	0.161	0.852	0.8649836193201773
HIST1H3H	HIST1H2BA	0.0	0.112	0.846	0.8513049633514229
HIST1H3H	DNMT1	0.0	0.054	0.87	0.8662797209032261
HIST1H3H	HIST1H2AA	0.0	0.188	0.866	0.88168941187216
HIST1H3H	HIST1H4A	0.0	0.212	0.852	0.8731908129014299
HIST1H3H	HIST1H4C	0.0	0.133	0.852	0.8604777091187052
HIST1H3H	PHF8	0.0	0.052	0.861	0.8567198843946976
HIST1H3H	TRIM24	0.0	0.0	0.949	0.9445459893158606
HIST1H3H	HIST1H4E	0.0	0.252	0.852	0.8796278274749614
HIST1H3H	TNPO1	0.0	0.05	0.938	0.9359560543275331
HIST1H3H	HIST1H2BF	0.0	0.436	0.871	0.9208899607581325
HIST1H3H	HIST1H2BC	0.0	0.403	0.871	0.916261181866321
HIST1H3H	HIST1H4D	0.0	0.305	0.852	0.8881568717848907
HIST1H3H	HIST2H3PS2	0.0	0.051	0.877	0.873078817546519
HIST1H3H	UHRF1	0.0	0.086	0.83	0.8310501141156552
HIST1H3H	HIST1H4H	0.0	0.237	0.852	0.8772139470098871
FCGR1A	PCDH17	0.0	0.0	0.823	0.8075419629197514
HSPA12A	CDC5L	0.0	0.063	0.98	0.9796233694074358
PNISR	LUC7L3	0.0	0.938	0.0	0.9325853203447716
PNISR	RNPC3	0.0	0.836	0.262	0.8683978466446518
PNISR	ZFC3H1	0.0	0.908	0.0	0.8999653140599838
PNISR	SRSF11	0.0	0.878	0.864	0.9819589618574266
PNISR	PNN	0.0	0.947	0.432	0.9672669110267582
PNISR	PRPF39	0.0	0.827	0.0	0.8118912970910566
PNISR	NKTR	0.0	0.832	0.063	0.8288363030224611
PNISR	TTC14	0.0	0.866	0.0	0.8542973052612808
PNISR	FNBP4	0.0	0.841	0.0	0.8271139666906242
PNISR	RBM39	0.0	0.697	0.836	0.9459682215898773
CHD1L	SUPT16H	0.0	0.246	0.818	0.8507873925850375
CHD1L	CDC5L	0.0	0.183	0.98	0.9822329699102189
CHD1L	XRCC1	0.0	0.068	0.821	0.8186023197173802
CHD1L	RNF146	0.0	0.0	0.825	0.809716630005404
CHD1L	XRCC6	0.0	0.077	0.83	0.8293864937951312
CHD1L	PARP1	0.0	0.087	0.818	0.8193221345227312
CHD1L	XPC	0.0	0.086	0.812	0.8131613026690777
NDUFAF4	ECSIT	0.0	0.068	0.816	0.8135353454078098
NDUFAF4	NDUFS7	0.0	0.062	0.876	0.8735300609667918
NDUFAF4	NDUFA13	0.0	0.068	0.909	0.907781067565819
NDUFAF4	NDUFAF3	0.0	0.102	0.993	0.9931650213497941
UFL1	CDK5RAP3	0.0	0.169	0.867	0.879824634846213
EPHA7	EFNA5	0.0	0.211	0.798	0.826702954611436
POLR3GL	POLR3D	0.0	0.062	0.869	0.8663906289245945
POLR3GL	POLR3K	0.0	0.062	0.827	0.823554036671411
POLR3GL	POLR3C	0.0	0.062	0.808	0.8041755782711614
POLR3GL	POLR1C	0.0	0.062	0.825	0.821514198945069
POLR3GL	POLR3E	0.0	0.062	0.807	0.8031556594079904
POLR3GL	POLR3H	0.0	0.062	0.827	0.823554036671411
POLR3GL	POLR3F	0.0	0.062	0.925	0.9235060852621725
POLR3GL	POLR1D	0.0	0.094	0.823	0.8256330184052948
POLR3GL	POLR3B	0.0	0.061	0.819	0.8151978783947912
POLR3GL	CRCP	0.0	0.062	0.848	0.8449723327980028
CASP7	CASP8	0.0	0.063	0.993	0.9928681792926025
CASP7	CASP10	0.0	0.063	0.86	0.8573635858520509
CASP7	XIAP	0.0	0.061	0.888	0.8856473059680476
CASP7	GABPB1	0.0	0.0	0.86	0.8477733040043232
MAP3K7	TRAF6	0.0	0.062	0.994	0.9938804868209739
MAP3K7	TNF	0.0	0.0	0.993	0.9923886652002162
MAP3K7	IKBKG	0.0	0.0	0.948	0.9434586557730343
MAP3K7	MYD88	0.0	0.0	0.871	0.859733972975412
MAP3K7	TAB3	0.0	0.063	0.867	0.8644954065594483
MAP3K7	MAP2K4	0.0	0.062	0.861	0.8582312780192262
MAP3K7	PRKCQ	0.0	0.062	0.864	0.8612910346087393
MAP3K7	MAP2K6	0.0	0.061	0.993	0.992852956623003
MAP3K7	BIRC3	0.0	0.062	0.809	0.8051954971343325
MAP3K7	TLR3	0.0	0.0	0.993	0.9923886652002162
MAP3K7	TAB1	0.0	0.064	0.957	0.9562369995683285
